project_key,nk_company_id,nk_project_id,nk_org_id,nk_employee_id,nk_level_number,project_type,project_name,project_long_name,billable_project_flag,active_flag,project_classification,project_end_date,project_start_date,account_group_code,time_collection_project_flag,revenue_formula_code,revenue_formula_description,bill_info_flag,project_total_value,project_level2_value,proj_link_name,proj_link_cust_id,customer_name,supervisor_id,supervisor_name,pm_id,project_manager,project_classification_type,project_linked_project_name,linked_project_contract_value,billing_currency_cd,contract_value_usd,row_is_current,Client Go Live,Complexity,Country,City,Project Status,Risk Metric
PRJ2025-528,COMP37785,PROJ4051,ORG34842,,LVL1,Software Development,Web Application Development,,,,Small Business,18/03/2025,21/01/2024,ACC471,SUP3487,,,,,,,,Lee LLC,SUP2988,Ashley Reyes,PM9827,Amanda Dunn,,,,,19146,,13/04/2025,Medium,Australia,South David,In Progress,Medium
PRJ2024-116,COMP13828,PROJ8770,ORG29854,,LVL1,Software Development,Data Analytics Platform Implementation,,,,Small Business,24/07/2024,24/12/2023,ACC294,SUP7940,,,,,,,,Conner-Campbell,SUP5769,Megan Brock,PM3973,Christina Thomas,,,,,22947,,14/08/2024,Medium,France,Jamesview,In Progress,Low
PRJ2025-844,COMP57186,PROJ3735,ORG70124,,LVL3,IT Infrastructure,Infrastructure Upgrade,,,,Small Business,05/07/2022,14/07/2021,ACC410,SUP6608,,,,,,,,Navarro-Johnson,SUP6685,Heather White,PM5537,Lisa Moore,,,,,20917,,23/07/2022,Medium,USA,Rangelborough,Completed,Medium
PRJ2026-792,COMP94736,PROJ2349,ORG96958,,LVL2,Software Development,IT Audit and Compliance,,,,Small Business,09/02/2023,19/11/2022,ACC137,SUP1307,,,,,,,,Vaughan-Garcia,SUP9972,Laurie Turner,PM6103,Jose Carter,,,,,33793,,17/02/2023,High,Canada,Montgomeryshire,In Progress,High
PRJ2026-131,COMP72745,PROJ2256,ORG55938,,LVL3,IT Consulting,Mobile App Development,,,,Enterprise,30/07/2023,18/01/2021,ACC236,SUP7899,,,,,,,,"Garcia, Mitchell and Wade",SUP5814,James Osborne,PM8348,Juan Cruz,,,,,31302,,18/08/2023,Medium,Australia,Soniatown,Completed,Low
PRJ2022-832,COMP42955,PROJ3069,ORG97172,,LVL2,IT Consulting,Network Troubleshooting & Support,,,,Small Business,,24/03/2023,ACC892,SUP7173,,,,,,,,"Cooper, Hammond and Miller",SUP2209,Jay Wells,PM2681,Scott Phillips,,,,,17201,,,Medium,UK,Lake Kathleen,In Progress,High
PRJ2024-706,COMP57892,PROJ8080,ORG82769,,LVL2,IT Infrastructure,Cloud Security Optimization,,,,Enterprise,25/05/2025,05/09/2022,ACC204,SUP7606,,,,,,,,"Suarez, Barnes and Keller",SUP4688,Patrick Clark,PM7837,Taylor Foley,,,,,35275,,18/06/2025,High,Australia,Jessicaview,Completed,Low
PRJ2024-304,COMP36018,PROJ6836,ORG59680,,LVL1,IT Infrastructure,Managed Helpdesk Services,,,,Small Business,25/03/2026,09/11/2024,ACC575,SUP7690,,,,,,,,Wilson-Villarreal,SUP6635,Katrina Warner,PM4351,David Hughes,,,,,19709,,29/03/2026,High,Australia,Martintown,In Progress,Medium
PRJ2024-349,COMP24707,PROJ1554,ORG55113,,LVL3,IT Infrastructure,Network Troubleshooting & Support,,,,Enterprise,31/08/2025,09/04/2023,ACC992,SUP3234,,,,,,,,Mccoy-Taylor,SUP6312,Mr. Chase Jackson MD,PM8943,Daniel Smith,,,,,31431,,21/09/2025,Medium,UK,Port Patriciachester,Completed,Medium
PRJ2021-311,COMP59692,PROJ3828,ORG66664,,LVL2,Software Development,Web Application Development,,,,Enterprise,02/02/2025,15/12/2023,ACC167,SUP4996,,,,,,,,"Cooper, Wiggins and Bennett",SUP6454,Brian Cain,PM5127,Robert Murphy,,,,,29367,,13/02/2025,Low,Germany,Michelleton,In Progress,High
PRJ2028-204,COMP99179,PROJ2826,ORG17454,,LVL2,IT Consulting,IT Audit and Compliance,,,,Enterprise,,15/02/2022,ACC283,SUP7141,,,,,,,,Blackburn-Henderson,SUP1931,Paul Blevins,PM9909,Victoria Castro,,,,,24243,,,Medium,Italy,Erikaside,Completed,Low
PRJ2022-850,COMP45930,PROJ3288,ORG29217,,LVL1,IT Consulting,IT Audit and Compliance,,,,Small Business,,06/04/2023,ACC376,SUP5022,,,,,,,,Hines-Gray,SUP8893,Danny Pope,PM6913,Troy Guerrero,,,,,19164,,,Medium,Brazil,Lake Natasha,In Progress,High
PRJ2021-732,COMP61228,PROJ3351,ORG56826,,LVL2,IT Infrastructure,Mobile App Development,,,,Small Business,03/06/2027,29/09/2024,ACC690,SUP5069,,,,,,,,Martinez-Hernandez,SUP9693,Thomas Williamson,PM7169,Kaitlyn Davis,,,,,40285,,24/06/2027,Medium,Italy,Christophermouth,Completed,High
PRJ2024-353,COMP19918,PROJ3515,ORG86308,,LVL2,Software Development,Web Application Development,,,,Small Business,02/10/2026,03/06/2024,ACC894,SUP8288,,,,,,,,King-Garza,SUP1266,Dr. Marc Smith,PM6850,Danielle Byrd,,,,,19279,,19/10/2026,High,UK,Aliciafort,Completed,Low
PRJ2025-679,COMP60434,PROJ6597,ORG13311,,LVL2,Software Development,Managed Helpdesk Services,,,,Enterprise,11/06/2025,04/07/2024,ACC445,SUP5787,,,,,,,,Smith-Calderon,SUP5556,Daniel Blair,PM5223,Julie Jackson,,,,,13275,,06/07/2025,Medium,USA,Phillipsburgh,In Progress,Medium
PRJ2024-156,COMP93029,PROJ5973,ORG37286,,LVL1,IT Consulting,IT Audit and Compliance,,,,Small Business,28/05/2023,09/09/2021,ACC227,SUP5262,,,,,,,,"Price, Johnson and Holloway",SUP7783,Kelly Graham,PM5697,Lisa Mills,,,,,41944,,13/06/2023,High,Brazil,Christopherberg,Completed,Low
PRJ2025-734,COMP83591,PROJ3734,ORG51157,,LVL1,IT Infrastructure,Managed Helpdesk Services,,,,Enterprise,13/08/2023,13/06/2022,ACC311,SUP7909,,,,,,,,Peters-Collier,SUP7152,Kelly Moreno,PM2304,Sarah Miller,,,,,38068,,10/09/2023,Low,Brazil,Angelaville,Completed,High
PRJ2028-629,COMP43757,PROJ5331,ORG19611,,LVL1,Software Development,Cloud Security Optimization,,,,Small Business,13/01/2024,22/11/2022,ACC843,SUP5626,,,,,,,,Gonzalez-Bauer,SUP5063,Mallory Hale,PM9777,Juan Fernandez,,,,,41487,,13/01/2024,High,Italy,West Meghantown,In Progress,High
PRJ2024-786,COMP37027,PROJ4674,ORG16974,,LVL3,Software Development,Managed Helpdesk Services,,,,Enterprise,10/10/2021,07/04/2021,ACC427,SUP2528,,,,,,,,Foster-Bell,SUP2077,Jessica Griffin,PM8970,Nancy Phillips,,,,,23153,,22/10/2021,Medium,UK,Port Denise,In Progress,High
PRJ2027-898,COMP93933,PROJ8979,ORG69725,,LVL3,IT Infrastructure,Database Migration,,,,Enterprise,21/07/2026,29/11/2023,ACC372,SUP9796,,,,,,,,Sandoval-Dawson,SUP8181,Sandra Cruz,PM6139,Timothy Simmons II,,,,,35443,,20/08/2026,Medium,Germany,Crystalton,In Progress,Low
PRJ2025-904,COMP32379,PROJ3084,ORG20664,,LVL2,IT Infrastructure,Managed Helpdesk Services,,,,Enterprise,03/02/2027,29/09/2024,ACC762,SUP7013,,,,,,,,Carson-Stevens,SUP2379,Matthew Davenport,PM5973,Roy Howell,,,,,37569,,19/02/2027,Medium,Brazil,South Douglasmouth,In Progress,Low
PRJ2028-773,COMP33149,PROJ1048,ORG81283,,LVL2,Software Development,Database Migration,,,,Small Business,20/06/2026,28/12/2024,ACC411,SUP9311,,,,,,,,Roberts and Sons,SUP9195,Karen Sawyer,PM9948,Sarah Hopkins,,,,,43089,,10/07/2026,Medium,Australia,Woodsview,In Progress,High
PRJ2025-406,COMP63631,PROJ4648,ORG29603,,LVL3,IT Infrastructure,Client Portal Revamp,,,,Enterprise,23/10/2023,10/06/2021,ACC471,SUP7320,,,,,,,,Myers LLC,SUP5428,Jodi Cortez,PM6597,Jacob Arroyo,,,,,40599,,11/11/2023,Medium,Spain,Lake Jason,In Progress,Low
PRJ2023-658,COMP75146,PROJ5828,ORG80367,,LVL3,Software Development,Managed Helpdesk Services,,,,Enterprise,08/01/2025,17/06/2022,ACC563,SUP8196,,,,,,,,Jones and Sons,SUP8690,Vincent Velasquez,PM7020,Maria Perry,,,,,45560,,04/02/2025,High,Italy,Lake Alyssahaven,In Progress,High
PRJ2023-483,COMP41702,PROJ8576,ORG86753,,LVL3,Software Development,Database Migration,,,,Enterprise,26/12/2024,21/08/2024,ACC172,SUP5321,,,,,,,,"Reyes, Lawson and Nguyen",SUP4303,Amber Mccullough,PM3397,Amy Horne,,,,,19013,,20/01/2025,Low,Germany,Lake Samantha,In Progress,Medium
PRJ2028-853,COMP20588,PROJ3870,ORG41816,,LVL3,IT Consulting,Data Analytics Platform Implementation,,,,Enterprise,19/12/2025,25/08/2024,ACC133,SUP3480,,,,,,,,Figueroa-Ellis,SUP3344,Jason Lawson,PM5195,Kristen Orozco,,,,,31797,,22/12/2025,Medium,Canada,West Shane,Completed,High
PRJ2028-652,COMP89414,PROJ7122,ORG30380,,LVL3,IT Infrastructure,IT Audit and Compliance,,,,Enterprise,05/09/2026,28/03/2024,ACC520,SUP9788,,,,,,,,"Taylor, Martinez and Johnson",SUP3506,Kelly Lyons,PM3385,Joshua Lamb,,,,,40395,,03/10/2026,High,Brazil,Lake Bill,Completed,Low
PRJ2022-869,COMP63350,PROJ5489,ORG13059,,LVL1,Software Development,Web Application Development,,,,Enterprise,27/08/2026,25/02/2024,ACC729,SUP7657,,,,,,,,"Pollard, Ballard and Williams",SUP7374,Jeffrey Banks,PM3893,Rebecca Ramos,,,,,46589,,27/08/2026,Medium,Germany,Port Antoniomouth,Completed,Medium
PRJ2025-689,COMP82649,PROJ6202,ORG55433,,LVL1,IT Infrastructure,Mobile App Development,,,,Small Business,,09/05/2023,ACC676,SUP5710,,,,,,,,"Russell, Shea and Rodriguez",SUP8594,Shane Wilcox,PM3073,Terrance Bauer,,,,,13936,,,Low,Canada,Adrianberg,In Progress,Low
PRJ2027-157,COMP82727,PROJ6683,ORG72500,,LVL1,Software Development,Infrastructure Upgrade,,,,Small Business,03/05/2023,16/08/2021,ACC792,SUP6715,,,,,,,,Garcia Inc,SUP7425,Randy Moore,PM8456,Mindy Garza,,,,,35711,,15/05/2023,High,UK,North Jamesborough,Completed,Low
PRJ2021-574,COMP79425,PROJ6029,ORG85681,,LVL3,Software Development,Client Portal Revamp,,,,Small Business,,27/09/2024,ACC155,SUP1596,,,,,,,,"Sims, Moody and Pollard",SUP5128,Alicia Perez,PM8253,Melissa Robinson,,,,,31013,,,Medium,Brazil,South Angelashire,Completed,High
PRJ2025-488,COMP18264,PROJ5519,ORG34844,,LVL3,Software Development,Managed Helpdesk Services,,,,Enterprise,09/04/2022,04/01/2022,ACC505,SUP2840,,,,,,,,Stafford-Atkinson,SUP2882,Gary Lee,PM8435,Christopher Hall,,,,,48322,,28/04/2022,High,Australia,Lake Jaime,Completed,Low
PRJ2023-244,COMP31381,PROJ5372,ORG66038,,LVL1,Software Development,Data Analytics Platform Implementation,,,,Enterprise,08/01/2024,26/08/2021,ACC120,SUP6856,,,,,,,,Mendez-Huff,SUP3223,Matthew Choi,PM7443,Amanda White,,,,,32327,,17/01/2024,High,Japan,Port Carolstad,In Progress,High
PRJ2025-328,COMP15991,PROJ2235,ORG39129,,LVL2,IT Consulting,Infrastructure Upgrade,,,,Small Business,11/05/2026,09/09/2023,ACC135,SUP2294,,,,,,,,Charles PLC,SUP9055,Andrea Miller,PM9115,Susan Gregory,,,,,42545,,17/05/2026,Low,Brazil,North Andrewport,Completed,Medium
PRJ2024-691,COMP71323,PROJ1334,ORG91149,,LVL3,Software Development,Data Analytics Platform Implementation,,,,Enterprise,,02/02/2021,ACC944,SUP4898,,,,,,,,Jackson LLC,SUP7403,James Blankenship,PM8220,Alexandra Garcia,,,,,34439,,,High,Spain,Charleshaven,In Progress,High
PRJ2024-502,COMP66270,PROJ9300,ORG79386,,LVL1,IT Consulting,IT Audit and Compliance,,,,Enterprise,01/05/2022,15/03/2022,ACC198,SUP1969,,,,,,,,"Boyd, Moreno and Bell",SUP6026,Linda Espinoza,PM3192,Anna Hall,,,,,41495,,29/05/2022,Medium,France,Kaitlynstad,Completed,Medium
PRJ2028-770,COMP91894,PROJ8963,ORG75409,,LVL1,IT Infrastructure,Infrastructure Upgrade,,,,Small Business,10/02/2022,14/04/2021,ACC223,SUP4969,,,,,,,,Romero LLC,SUP6079,Latoya Bryan,PM5501,Tracy Rodriguez,,,,,25889,,22/02/2022,Low,UK,Coletown,Completed,Low
PRJ2027-104,COMP98219,PROJ4364,ORG63826,,LVL2,IT Consulting,Database Migration,,,,Enterprise,11/03/2027,05/09/2024,ACC250,SUP4998,,,,,,,,"Brown, Mullins and Wiggins",SUP4837,Amanda Martin,PM6413,Sarah Johnson,,,,,31912,,10/04/2027,Low,Germany,Nicholston,In Progress,Low
PRJ2025-752,COMP21175,PROJ7003,ORG16115,,LVL2,IT Consulting,IT Audit and Compliance,,,,Enterprise,13/12/2024,12/07/2024,ACC362,SUP4275,,,,,,,,Johnson PLC,SUP2620,Lindsay Wolf,PM6905,Angela Ellis,,,,,31982,,07/01/2025,High,Japan,Gonzalezville,Completed,Low
PRJ2027-700,COMP98523,PROJ3314,ORG56752,,LVL2,IT Consulting,Mobile App Development,,,,Small Business,25/12/2022,24/11/2021,ACC637,SUP7752,,,,,,,,Burgess-Williams,SUP3950,Barbara Hernandez,PM2036,Dr. Jason Williamson,,,,,43877,,03/01/2023,Low,USA,Andrewhaven,In Progress,Medium
PRJ2026-967,COMP35912,PROJ7746,ORG80659,,LVL3,Software Development,Web Application Development,,,,Enterprise,28/10/2023,18/06/2022,ACC321,SUP1531,,,,,,,,Thompson and Sons,SUP2290,Kimberly Walters,PM5303,Alex Martin,,,,,20243,,02/11/2023,Low,Japan,West Julie,In Progress,High
PRJ2026-952,COMP59631,PROJ2659,ORG20922,,LVL3,Software Development,Data Analytics Platform Implementation,,,,Small Business,07/10/2024,07/04/2022,ACC449,SUP1766,,,,,,,,"Ochoa, Lane and Grant",SUP7742,Cassandra Thomas,PM7098,Patrick Nguyen,,,,,20849,,02/11/2024,Medium,Brazil,East Jennifer,In Progress,High
PRJ2024-360,COMP47425,PROJ8820,ORG43768,,LVL1,IT Infrastructure,CRM Implementation,,,,Enterprise,,01/02/2022,ACC335,SUP8167,,,,,,,,Yang and Sons,SUP3588,Holly Herring,PM6151,Sarah Murray,,,,,23921,,,Medium,Germany,South Tiffanyville,Completed,Medium
PRJ2024-223,COMP10800,PROJ9515,ORG87068,,LVL1,IT Consulting,Managed Helpdesk Services,,,,Small Business,15/01/2022,02/06/2021,ACC455,SUP6340,,,,,,,,Graham PLC,SUP7878,Robert Velazquez,PM4305,Samantha Aguirre,,,,,31085,,15/01/2022,Medium,UK,Hochester,In Progress,High
PRJ2025-875,COMP15850,PROJ6213,ORG42789,,LVL1,IT Infrastructure,Client Portal Revamp,,,,Small Business,25/02/2024,10/08/2022,ACC764,SUP9245,,,,,,,,Miller-Johnson,SUP8122,Michelle Lewis,PM8212,Deborah Sherman,,,,,24360,,24/03/2024,High,Brazil,Brooksmouth,In Progress,High
PRJ2025-491,COMP57989,PROJ7399,ORG90914,,LVL2,IT Infrastructure,E-commerce Platform Integration,,,,Small Business,24/10/2022,13/06/2021,ACC261,SUP2829,,,,,,,,Bond Ltd,SUP4347,Laura Robbins,PM6638,Erica Villarreal,,,,,10788,,01/11/2022,Medium,Italy,East Gregg,Completed,Low
PRJ2026-532,COMP75536,PROJ2522,ORG75841,,LVL3,IT Infrastructure,Cloud Security Optimization,,,,Enterprise,,10/02/2022,ACC319,SUP4220,,,,,,,,"Wong, Herrera and Campbell",SUP8100,Jorge Palmer,PM5862,Seth Miller,,,,,40651,,,Medium,Brazil,Raymondfort,Completed,High
PRJ2028-357,COMP10929,PROJ4616,ORG20784,,LVL3,Software Development,IT Audit and Compliance,,,,Enterprise,01/05/2022,17/06/2021,ACC833,SUP3930,,,,,,,,Kelley-Nixon,SUP4178,Adriana Nguyen,PM4895,Dean Roberts,,,,,25404,,06/05/2022,Low,Spain,Whiteside,In Progress,High
PRJ2027-300,COMP16432,PROJ4071,ORG81396,,LVL1,IT Infrastructure,CRM Implementation,,,,Enterprise,21/09/2022,21/09/2021,ACC430,SUP6206,,,,,,,,"Lewis, Anderson and Rice",SUP3885,Brandon Price,PM3981,Erika Watson,,,,,38142,,18/10/2022,Low,France,Martinezbury,Completed,High
PRJ2027-174,COMP79045,PROJ4335,ORG81122,,LVL1,IT Consulting,E-commerce Platform Integration,,,,Enterprise,23/09/2025,20/11/2023,ACC845,SUP7061,,,,,,,,Stevens-Keller,SUP8216,Amber Nelson,PM7065,Gary Adams,,,,,26569,,19/10/2025,Medium,UK,Mcknightfurt,Completed,Low
PRJ2022-609,COMP77892,PROJ6074,ORG34416,,LVL3,Software Development,Data Analytics Platform Implementation,,,,Enterprise,14/09/2023,29/08/2022,ACC127,SUP8068,,,,,,,,Cortez-Taylor,SUP5625,Laura Williams,PM5115,Erin Boone,,,,,18434,,09/10/2023,Medium,Spain,Jordanside,Completed,High
PRJ2023-187,COMP39899,PROJ9136,ORG27461,,LVL1,Software Development,Database Migration,,,,Enterprise,27/04/2024,01/07/2023,ACC847,SUP8216,,,,,,,,Gonzalez Inc,SUP9628,Brianna Gray,PM9851,Adam Martinez,,,,,25496,,24/05/2024,Medium,UK,Austinville,In Progress,High
PRJ2024-906,COMP21421,PROJ4593,ORG22661,,LVL3,IT Infrastructure,Data Analytics Platform Implementation,,,,Small Business,05/02/2027,01/12/2024,ACC891,SUP5433,,,,,,,,Cervantes-Hurst,SUP1528,David Spencer,PM3217,Allison Clarke,,,,,35817,,04/03/2027,Low,Australia,South Ericstad,In Progress,High
PRJ2022-696,COMP31987,PROJ9669,ORG84359,,LVL1,IT Infrastructure,Network Troubleshooting & Support,,,,Small Business,05/12/2023,12/07/2022,ACC720,SUP8137,,,,,,,,"Jarvis, Keller and Hall",SUP9477,James Goodman,PM8738,Robert Reilly,,,,,21809,,29/12/2023,Low,UK,Barrymouth,Completed,High
PRJ2026-152,COMP97692,PROJ8623,ORG31810,,LVL3,Software Development,Cloud Security Optimization,,,,Small Business,,17/08/2021,ACC119,SUP7626,,,,,,,,Sanchez Ltd,SUP4820,Madeline Carr,PM2272,Scott Cortez MD,,,,,40095,,,High,Brazil,South Whitneyton,Completed,High
PRJ2024-335,COMP14708,PROJ3683,ORG49056,,LVL3,IT Infrastructure,Managed Helpdesk Services,,,,Enterprise,05/10/2024,17/10/2023,ACC675,SUP3697,,,,,,,,"Schwartz, Silva and Chambers",SUP7911,Tricia Russell,PM7825,Lori Sanchez,,,,,33046,,15/10/2024,Medium,Italy,West Jennifer,In Progress,Medium
PRJ2026-262,COMP60164,PROJ4284,ORG13381,,LVL3,Software Development,Mobile App Development,,,,Enterprise,06/01/2025,08/05/2024,ACC346,SUP9459,,,,,,,,Jones Ltd,SUP7425,Vincent Bonilla,PM9349,Thomas Morrison,,,,,49321,,21/01/2025,Medium,USA,Mcleanfort,Completed,Low
PRJ2025-472,COMP98778,PROJ6302,ORG39004,,LVL3,Software Development,Mobile App Development,,,,Small Business,19/04/2025,20/11/2022,ACC845,SUP2547,,,,,,,,"Henderson, Green and Martinez",SUP1809,Timothy Fowler DVM,PM9316,Kelly Cruz,,,,,39844,,15/05/2025,Medium,Germany,Lake Meganland,Completed,Low
PRJ2024-302,COMP15203,PROJ1825,ORG32687,,LVL1,IT Consulting,Client Portal Revamp,,,,Small Business,10/01/2026,14/09/2024,ACC671,SUP2700,,,,,,,,Johnson LLC,SUP3516,Alexandra Taylor,PM8710,Shannon Bell,,,,,11783,,12/01/2026,Medium,Spain,Petersmouth,In Progress,High
PRJ2022-182,COMP65418,PROJ5703,ORG42910,,LVL3,Software Development,Web Application Development,,,,Small Business,02/08/2024,08/10/2023,ACC110,SUP5657,,,,,,,,Day-Farmer,SUP2412,David Powell,PM5934,Sarah Alexander,,,,,10290,,26/08/2024,Low,Italy,Lake Markborough,In Progress,High
PRJ2022-306,COMP30644,PROJ9105,ORG72436,,LVL1,IT Infrastructure,IT Audit and Compliance,,,,Small Business,03/08/2025,12/11/2023,ACC124,SUP9868,,,,,,,,Oconnor Ltd,SUP2637,Daniel Smith,PM7673,Thomas West,,,,,36047,,27/08/2025,High,USA,Port Deannaside,In Progress,High
PRJ2025-566,COMP14905,PROJ2871,ORG86108,,LVL3,Software Development,Managed Helpdesk Services,,,,Enterprise,28/08/2024,21/03/2023,ACC395,SUP7315,,,,,,,,Hogan PLC,SUP5979,Christina Watts,PM8570,Laura Clark,,,,,37932,,10/09/2024,Medium,UK,New Rebeccaview,In Progress,High
PRJ2028-363,COMP80378,PROJ2736,ORG58337,,LVL1,Software Development,Web Application Development,,,,Small Business,,31/05/2023,ACC314,SUP3982,,,,,,,,"Jones, Blair and Dennis",SUP6726,Dwayne Smith,PM3779,Sheila Pham,,,,,22623,,,High,Germany,Keithtown,Completed,Medium
PRJ2027-538,COMP94260,PROJ5311,ORG43612,,LVL3,Software Development,Data Analytics Platform Implementation,,,,Small Business,04/12/2025,17/07/2024,ACC407,SUP2237,,,,,,,,Alvarado LLC,SUP9610,Stephanie Gilbert,PM9464,Lawrence Taylor,,,,,31091,,09/12/2025,High,Australia,New Gregg,In Progress,Low
PRJ2026-904,COMP22576,PROJ9890,ORG59899,,LVL3,IT Infrastructure,Client Portal Revamp,,,,Small Business,15/10/2024,13/04/2023,ACC382,SUP3012,,,,,,,,Diaz-Thomas,SUP5101,Lucas Bradley,PM2369,Bryan Vargas,,,,,11891,,11/11/2024,High,Japan,West David,Completed,High
PRJ2025-303,COMP52203,PROJ5055,ORG85099,,LVL1,Software Development,Managed Helpdesk Services,,,,Enterprise,09/09/2023,30/01/2022,ACC707,SUP5373,,,,,,,,Smith-Wang,SUP4878,Brian Johnson,PM9197,Sara Riley,,,,,12461,,22/09/2023,Medium,Italy,Chavezville,In Progress,Medium
PRJ2027-101,COMP86891,PROJ8089,ORG77892,,LVL1,IT Infrastructure,CRM Implementation,,,,Small Business,,08/10/2023,ACC130,SUP1445,,,,,,,,Bernard Inc,SUP8583,Alexander Espinoza,PM5376,Nathan Alvarez,,,,,20965,,,Medium,Germany,Williamsmouth,In Progress,Low
PRJ2028-700,COMP52975,PROJ5127,ORG30914,,LVL3,Software Development,Managed Helpdesk Services,,,,Enterprise,27/03/2025,23/03/2024,ACC217,SUP4258,,,,,,,,"Rosario, Jones and Andrews",SUP2991,Jennifer Richards,PM6795,Sean Dalton,,,,,39337,,20/04/2025,High,Japan,Mayerborough,Completed,Medium
PRJ2023-623,COMP41297,PROJ5740,ORG77566,,LVL3,Software Development,Network Troubleshooting & Support,,,,Small Business,,18/12/2023,ACC223,SUP4732,,,,,,,,"Thompson, Tucker and Haney",SUP9075,David Hopkins,PM8718,Douglas Perez,,,,,45013,,,High,USA,South Troy,Completed,High
PRJ2026-551,COMP96806,PROJ3251,ORG53026,,LVL2,Software Development,Data Analytics Platform Implementation,,,,Small Business,26/10/2023,23/12/2022,ACC633,SUP4325,,,,,,,,Schmidt-Parks,SUP9649,Michael Davis,PM4444,Kathleen Anderson,,,,,30787,,19/11/2023,Medium,Germany,East Mark,In Progress,High
PRJ2021-684,COMP55534,PROJ8503,ORG39510,,LVL1,IT Consulting,Managed Helpdesk Services,,,,Enterprise,11/05/2025,01/07/2024,ACC552,SUP6181,,,,,,,,"Wilson, Ray and Bridges",SUP7704,Suzanne Wolf,PM6476,Cynthia Brooks,,,,,36292,,06/06/2025,High,Spain,Millermouth,In Progress,Low
PRJ2024-414,COMP79019,PROJ6920,ORG89973,,LVL2,IT Infrastructure,CRM Implementation,,,,Enterprise,,04/12/2023,ACC884,SUP2248,,,,,,,,"Brady, Everett and Barber",SUP1553,Connie Davis,PM6374,Samantha Rogers,,,,,18781,,,Medium,Brazil,Carolview,Completed,Low
PRJ2023-437,COMP45459,PROJ4903,ORG72286,,LVL2,IT Consulting,E-commerce Platform Integration,,,,Small Business,29/06/2022,27/04/2022,ACC740,SUP9423,,,,,,,,Henderson LLC,SUP2183,William Fields,PM6725,Kayla Sparks,,,,,38108,,29/06/2022,Low,France,West Elizabethburgh,In Progress,High
PRJ2024-493,COMP65185,PROJ2507,ORG67563,,LVL2,Software Development,IT Audit and Compliance,,,,Small Business,25/11/2023,13/02/2023,ACC713,SUP7678,,,,,,,,Coleman PLC,SUP4410,Gregory Herrera,PM6854,Deborah Walton,,,,,43679,,05/12/2023,Low,Japan,Fletcherborough,In Progress,High
PRJ2028-858,COMP54390,PROJ3078,ORG39856,,LVL1,IT Consulting,Cloud Security Optimization,,,,Small Business,,25/10/2023,ACC755,SUP9321,,,,,,,,Sanders-Robinson,SUP3262,Donald Pennington,PM6745,Joshua Smith,,,,,46409,,,Low,Germany,Robertschester,Completed,Low
PRJ2021-382,COMP90391,PROJ4890,ORG64420,,LVL3,IT Consulting,CRM Implementation,,,,Small Business,09/06/2025,15/09/2022,ACC432,SUP8694,,,,,,,,"Lopez, Sutton and Alexander",SUP2024,Allison Guerrero,PM2448,Fred Rivera,,,,,40414,,05/07/2025,High,USA,West Reneeview,In Progress,High
PRJ2022-495,COMP18427,PROJ4245,ORG91110,,LVL2,Software Development,Cloud Security Optimization,,,,Small Business,19/04/2026,11/10/2023,ACC310,SUP9669,,,,,,,,"Pruitt, Middleton and Alvarez",SUP5873,Cameron Mccarty,PM2877,Debbie Arnold,,,,,36813,,07/05/2026,Medium,Canada,North Katelynhaven,In Progress,Low
PRJ2025-309,COMP41667,PROJ5879,ORG41582,,LVL2,Software Development,Client Portal Revamp,,,,Enterprise,08/10/2024,25/07/2024,ACC248,SUP7247,,,,,,,,Peters-Evans,SUP8540,Carly Black DDS,PM2826,Lauren Neal,,,,,24381,,09/10/2024,High,Germany,South Stevenport,Completed,Low
PRJ2021-236,COMP93937,PROJ9286,ORG70706,,LVL3,IT Infrastructure,Mobile App Development,,,,Small Business,16/04/2026,17/08/2023,ACC941,SUP3921,,,,,,,,Garcia-Whitaker,SUP7709,Brian Wood,PM8600,Brandy Hobbs,,,,,37396,,03/05/2026,Medium,Australia,Knightview,In Progress,Medium
PRJ2022-680,COMP89253,PROJ5557,ORG50400,,LVL3,Software Development,Infrastructure Upgrade,,,,Small Business,22/07/2022,20/05/2021,ACC907,SUP1171,,,,,,,,"Sutton, Cooper and Stephens",SUP3808,Steven Lopez,PM6853,Janet Calderon,,,,,33295,,25/07/2022,High,Spain,New Williamborough,Completed,Medium
PRJ2027-404,COMP60903,PROJ5552,ORG96837,,LVL2,IT Consulting,Database Migration,,,,Enterprise,,06/10/2023,ACC558,SUP3395,,,,,,,,Lewis-Rogers,SUP8789,Victor White,PM4543,Kelly Mitchell,,,,,22842,,,High,Germany,East Tonyton,In Progress,High
PRJ2021-950,COMP60984,PROJ3294,ORG57947,,LVL2,Software Development,Database Migration,,,,Enterprise,05/01/2025,23/07/2022,ACC434,SUP4701,,,,,,,,"Dean, White and Booker",SUP5117,Chad Colon,PM2260,Tyler Rodriguez,,,,,28880,,16/01/2025,High,UK,Port Patriciachester,In Progress,Low
